Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Skjetlein;SN67140;10.07.2021;16,9;20,5;13,3;0;-
Skjetlein;SN67140;11.07.2021;16,5;18,1;16;8,2;-
Skjetlein;SN67140;12.07.2021;18,2;23,9;13,4;9,2;-
Skjetlein;SN67140;13.07.2021;17,6;23,2;12,7;0;-
Skjetlein;SN67140;14.07.2021;18,5;24,8;15;0,2;-
Skjetlein;SN67140;15.07.2021;15,4;19,4;14,6;3;-
Skjetlein;SN67140;16.07.2021;16;21,4;11,7;0;-
Skjetlein;SN67140;17.07.2021;14,9;18,3;13,7;0;-
Skjetlein;SN67140;18.07.2021;11,1;13,8;10,3;4,4;-
Skjetlein;SN67140;19.07.2021;12,3;14,6;10,2;5;-
Skjetlein;SN67140;20.07.2021;11,1;13,7;10,3;1,8;-
Skjetlein;SN67140;21.07.2021;13,4;18,9;8,2;0,6;-
Skjetlein;SN67140;22.07.2021;12,8;16,5;11,9;0;-
Skjetlein;SN67140;23.07.2021;13,8;18,5;10,8;1,2;-
Skjetlein;SN67140;24.07.2021;15,5;22,9;8,3;0;-
Skjetlein;SN67140;25.07.2021;16,3;20,7;11,1;0;-
Skjetlein;SN67140;26.07.2021;21,3;30,3;12;0,2;-
Skjetlein;SN67140;27.07.2021;23,1;28,5;17,4;0;-
Skjetlein;SN67140;28.07.2021;22,8;27,5;16,7;0;-
Skjetlein;SN67140;29.07.2021;18,9;25,8;15,2;0;-
Skjetlein;SN67140;30.07.2021;12,8;18,8;12,3;0,8;-
Skjetlein;SN67140;31.07.2021;12,8;15,5;10,3;0;-
Skjetlein;SN67140;01.08.2021;11,3;14,8;9,5;0;-
Skjetlein;SN67140;02.08.2021;10,7;15,1;8,7;0,8;-
Skjetlein;SN67140;03.08.2021;11,6;16,5;6,3;0,8;-
Skjetlein;SN67140;04.08.2021;12,3;18,4;4,6;0,2;-
Skjetlein;SN67140;05.08.2021;13,6;20,5;6,9;0;-
Skjetlein;SN67140;06.08.2021;16,7;25;7,6;6,6;-
Skjetlein;SN67140;07.08.2021;19,4;24;13,3;0;-
Skjetlein;SN67140;08.08.2021;15,8;21,1;13,2;9;-
Skjetlein;SN67140;09.08.2021;17,1;23,5;12,8;4,2;-
Skjetlein;SN67140;10.08.2021;16,8;23,6;11,4;0;-
Skjetlein;SN67140;11.08.2021;15,6;20,3;13,1;0;-
Skjetlein;SN67140;12.08.2021;14,8;20,8;10,3;0;-
Skjetlein;SN67140;13.08.2021;15,2;20,2;11,7;5,8;-
Skjetlein;SN67140;14.08.2021;12,3;15,2;11;10,4;-
Skjetlein;SN67140;15.08.2021;12,2;14,4;10,7;33,2;-
Skjetlein;SN67140;16.08.2021;11,8;13,5;10,7;1,2;-
Skjetlein;SN67140;17.08.2021;11,9;15,7;10,2;0,4;-
Skjetlein;SN67140;18.08.2021;11,4;14,1;9,3;0;-
Skjetlein;SN67140;19.08.2021;10,9;13;10,4;29;-
Skjetlein;SN67140;20.08.2021;10,8;12,5;9,7;5,4;-
Skjetlein;SN67140;21.08.2021;10,1;13,5;8,6;6,8;-
Skjetlein;SN67140;22.08.2021;9,9;14,3;6,2;0,4;-
Skjetlein;SN67140;23.08.2021;8,8;13,7;2,7;0;-
Skjetlein;SN67140;24.08.2021;10,8;15,6;7,2;0,4;-
Skjetlein;SN67140;25.08.2021;11,5;14,9;11,1;37,2;-
Skjetlein;SN67140;26.08.2021;12;16,7;6,7;2,6;-
Skjetlein;SN67140;27.08.2021;14,4;20;7,8;0;-
Skjetlein;SN67140;28.08.2021;11,9;18,6;5,2;0,2;-
Skjetlein;SN67140;29.08.2021;13;19,5;6,6;0;-
Skjetlein;SN67140;30.08.2021;12,5;15;10,2;0;-
Skjetlein;SN67140;31.08.2021;12,1;14,6;10;0;-
Skjetlein;SN67140;01.09.2021;11,6;12,5;10,1;25;-
Skjetlein;SN67140;02.09.2021;12,1;12,8;11,3;25,8;-
Skjetlein;SN67140;03.09.2021;8,6;12,4;6,7;8,2;-
Skjetlein;SN67140;04.09.2021;8,5;13,1;3,2;0,8;-
Skjetlein;SN67140;05.09.2021;9,8;15,7;5,5;0;-
Skjetlein;SN67140;06.09.2021;11;13,3;7,5;0;-
Skjetlein;SN67140;07.09.2021;13,5;15,4;11,4;4;-
Skjetlein;SN67140;08.09.2021;13;15,1;11,6;10;-
Skjetlein;SN67140;09.09.2021;12,1;14,6;11,3;19,2;-
Skjetlein;SN67140;10.09.2021;10,2;12,4;8,4;3;-
Skjetlein;SN67140;11.09.2021;12,2;13,4;10,9;5,6;-
Skjetlein;SN67140;12.09.2021;10,5;12,7;9,2;5,6;-
Skjetlein;SN67140;13.09.2021;8,6;12,1;4,9;6,2;-
Skjetlein;SN67140;14.09.2021;8,3;14,1;4,5;0;-
Skjetlein;SN67140;15.09.2021;8,2;14,1;2,3;0,2;-
Skjetlein;SN67140;16.09.2021;10,3;13,5;7;0;-
Skjetlein;SN67140;17.09.2021;11,6;15,7;6,9;0,4;-
Skjetlein;SN67140;18.09.2021;10,4;15,1;5,2;0;-
Skjetlein;SN67140;19.09.2021;10,5;17,5;5,8;0;-
Skjetlein;SN67140;20.09.2021;10,4;16,6;5,3;0;-
Skjetlein;SN67140;21.09.2021;10,7;14;8,3;4,4;-
Skjetlein;SN67140;22.09.2021;12,1;19,1;9,3;3,2;-
Skjetlein;SN67140;23.09.2021;8;11,3;5,8;0,4;-
Skjetlein;SN67140;24.09.2021;7,8;10,2;5,7;3;-
Skjetlein;SN67140;25.09.2021;9,5;11,3;8,1;4,6;-
Skjetlein;SN67140;26.09.2021;11,7;14,9;7,8;2,4;-
Skjetlein;SN67140;27.09.2021;15,1;18,2;10,7;0,2;-
Skjetlein;SN67140;28.09.2021;14,4;17,4;12,8;0;-
Skjetlein;SN67140;29.09.2021;13,5;17,6;10;0,6;-
Skjetlein;SN67140;30.09.2021;12,9;13,8;11,8;0;-
Skjetlein;SN67140;01.10.2021;13,5;15,9;10;0;-
Skjetlein;SN67140;02.10.2021;14,9;17,7;11,9;1,6;-
Skjetlein;SN67140;03.10.2021;14,7;18,4;9,1;0;-
Skjetlein;SN67140;04.10.2021;14,6;18;12,3;0,2;-
Skjetlein;SN67140;05.10.2021;12,3;17,6;8,9;0;-
Skjetlein;SN67140;06.10.2021;8,5;12,3;5,6;0;-
Skjetlein;SN67140;07.10.2021;9,7;12,4;6,7;4,6;-
Skjetlein;SN67140;08.10.2021;10,9;14,8;8,1;4,4;-
Skjetlein;SN67140;09.10.2021;11,6;13,3;10,9;2,2;-
Skjetlein;SN67140;10.10.2021;9,9;11,9;7,5;2,8;-
Skjetlein;SN67140;11.10.2021;6,6;8,3;5,8;12,2;-
Skjetlein;SN67140;12.10.2021;5,5;7,3;4,3;8,6;-
Skjetlein;SN67140;13.10.2021;5,2;7,5;3,8;5,4;-
Skjetlein;SN67140;14.10.2021;8,9;11,4;4,5;10,2;-
Skjetlein;SN67140;15.10.2021;4;8,9;2,7;23,2;-
Skjetlein;SN67140;16.10.2021;3,3;5,3;1,9;10,4;-
Skjetlein;SN67140;17.10.2021;3,2;6;0,7;9,2;-
Skjetlein;SN67140;18.10.2021;2,9;6,7;0,4;8,2;-
Skjetlein;SN67140;19.10.2021;6,3;8,9;2,4;3,6;-
Skjetlein;SN67140;20.10.2021;7;8,9;5,8;2,8;-
Skjetlein;SN67140;21.10.2021;3,8;7,3;1,7;11,8;-
Skjetlein;SN67140;22.10.2021;3,9;5,1;2,9;9,6;-
Skjetlein;SN67140;23.10.2021;4,1;7,1;2,2;11,8;-
Skjetlein;SN67140;24.10.2021;5,5;6,6;3;12,6;-
Skjetlein;SN67140;25.10.2021;6,2;11,1;2,8;7,8;-
Skjetlein;SN67140;26.10.2021;4,6;9,2;2,4;3,8;-
Skjetlein;SN67140;27.10.2021;8,8;10,8;2,5;0,2;-
Skjetlein;SN67140;28.10.2021;8,7;12,1;7,1;0,8;-
Skjetlein;SN67140;29.10.2021;7,5;8;5,5;1,2;-
Skjetlein;SN67140;30.10.2021;11,5;14;6,2;2,4;-
Skjetlein;SN67140;31.10.2021;9,7;13,5;6,9;0;-
Skjetlein;SN67140;01.11.2021;10,8;15,1;3,9;3;-
Skjetlein;SN67140;02.11.2021;11,2;12,8;10,4;0;-
Skjetlein;SN67140;03.11.2021;3,5;10,8;1,2;0;-
Skjetlein;SN67140;04.11.2021;2,6;5,5;-0,5;0,2;-
Skjetlein;SN67140;05.11.2021;3,6;5,2;2,2;0,8;-
Skjetlein;SN67140;06.11.2021;2,6;4,2;0,6;9,4;-
Skjetlein;SN67140;07.11.2021;0,8;2,6;0,1;7,6;-
Skjetlein;SN67140;08.11.2021;-1,6;1,1;-4,7;0,4;-
Skjetlein;SN67140;09.11.2021;3,3;6,6;-1,7;1;-
Skjetlein;SN67140;10.11.2021;3,8;6,4;0,7;2,4;-
Skjetlein;SN67140;11.11.2021;4,8;7,6;0,4;5,4;-
Skjetlein;SN67140;12.11.2021;2,3;6,5;0,5;8;-
Skjetlein;SN67140;13.11.2021;0;2,9;-1,8;0;-
Skjetlein;SN67140;14.11.2021;-2,9;0,2;-3,7;0;-
Skjetlein;SN67140;15.11.2021;-0,1;3;-3,3;0;-
Skjetlein;SN67140;16.11.2021;3,5;7;0,6;0,2;-
Skjetlein;SN67140;17.11.2021;4,7;9,4;1,4;0,8;-
Skjetlein;SN67140;18.11.2021;2,1;3,7;0,9;1,6;-
Skjetlein;SN67140;19.11.2021;4,3;8,2;1,2;1,6;-
Skjetlein;SN67140;20.11.2021;2,9;5,1;1,3;26,8;-
Skjetlein;SN67140;21.11.2021;1,1;1,9;-0,1;12,2;-
Skjetlein;SN67140;22.11.2021;3;5,7;-0,1;5,8;-
Skjetlein;SN67140;23.11.2021;4,8;8;2,2;4,2;-
Skjetlein;SN67140;24.11.2021;2,5;7,6;1,5;24,8;-
Skjetlein;SN67140;25.11.2021;-0,7;2,2;-2,5;19,8;-
Skjetlein;SN67140;26.11.2021;-5,6;-1,3;-7,5;1,2;-
Skjetlein;SN67140;27.11.2021;-11,5;-5,8;-12,9;0;-
Skjetlein;SN67140;28.11.2021;-13,7;-11,3;-14,8;0;-
Skjetlein;SN67140;29.11.2021;-9,5;-7,8;-14,8;0;-
Skjetlein;SN67140;30.11.2021;-4,9;-3,9;-10,8;0;-
Skjetlein;SN67140;01.12.2021;-5,7;-3,7;-7,6;4,3;-
Skjetlein;SN67140;02.12.2021;-7;-2,4;-11,6;7,8;-
Skjetlein;SN67140;03.12.2021;-9,4;-6,9;-15,3;0,5;-
Skjetlein;SN67140;04.12.2021;-2,5;-1,6;-8,4;0;-
Skjetlein;SN67140;05.12.2021;-4,6;-1,6;-6,5;0;-
Skjetlein;SN67140;06.12.2021;-8,4;-6,5;-10,7;0;-
Skjetlein;SN67140;07.12.2021;-8,1;-5,3;-10,9;0;-
Skjetlein;SN67140;08.12.2021;-2,3;-0,3;-10,6;0;-
Skjetlein;SN67140;09.12.2021;0,9;1,9;-1,4;0;-
Skjetlein;SN67140;10.12.2021;-1,9;2;-5,7;0;-
Skjetlein;SN67140;11.12.2021;1,2;3,6;-6,4;-;-
Skjetlein;SN67140;12.12.2021;1,7;3,8;-2,1;-;-
Skjetlein;SN67140;13.12.2021;1,8;5,7;-1;-;-
Skjetlein;SN67140;14.12.2021;2;5;-1,6;-;-
Skjetlein;SN67140;15.12.2021;4,2;6,2;2,1;-;-
Skjetlein;SN67140;16.12.2021;5,3;6,8;2,7;-;-
Skjetlein;SN67140;17.12.2021;6,5;8,5;3,5;-;-
Skjetlein;SN67140;18.12.2021;7,4;9,5;4,8;-;-
Skjetlein;SN67140;19.12.2021;2,8;5,3;1;-;-
Skjetlein;SN67140;20.12.2021;0,9;3,9;-0,4;-;-
Skjetlein;SN67140;21.12.2021;0,2;0,7;-0,1;-;-
Skjetlein;SN67140;22.12.2021;-3,4;0,3;-7;-;-
Skjetlein;SN67140;23.12.2021;-4,2;1,1;-8,4;-;-
Skjetlein;SN67140;24.12.2021;-9,2;-3,1;-13,9;-;-
Skjetlein;SN67140;25.12.2021;-2,1;-0,7;-9,8;-;-
Skjetlein;SN67140;26.12.2021;-1;-0,2;-3;-;-
Skjetlein;SN67140;27.12.2021;-5,8;-0,2;-8,4;-;-
Skjetlein;SN67140;28.12.2021;-9,6;-6,4;-11,6;-;-
Skjetlein;SN67140;29.12.2021;-8,1;-6,1;-11,4;-;-
Skjetlein;SN67140;30.12.2021;-4,4;-2,1;-8,2;-;-
Skjetlein;SN67140;31.12.2021;0,1;1,2;-2,2;-;-
Skjetlein;SN67140;01.01.2022;-1,6;2,6;-7,7;-;-
Skjetlein;SN67140;02.01.2022;2,4;5,2;-0,8;-;-
Skjetlein;SN67140;03.01.2022;1;5,1;-0,9;-;-
Skjetlein;SN67140;04.01.2022;-7,8;0,1;-11,6;-;-
Skjetlein;SN67140;05.01.2022;-7,1;-5,2;-11,5;-;-
Skjetlein;SN67140;06.01.2022;-7,7;-3,5;-9,9;-;-
Skjetlein;SN67140;07.01.2022;-6,5;-0,9;-15;-;-
Skjetlein;SN67140;08.01.2022;-5,1;-0,7;-8,4;-;-
Skjetlein;SN67140;09.01.2022;-2;1,2;-11,2;-;-
Skjetlein;SN67140;10.01.2022;-3,6;0,5;-8,6;-;-
Skjetlein;SN67140;11.01.2022;2,9;5,2;-4,3;-;-
Skjetlein;SN67140;12.01.2022;5,4;7,5;-0,5;-;-
Skjetlein;SN67140;13.01.2022;5,8;8;2,9;-;-
Skjetlein;SN67140;14.01.2022;2;3,8;0,5;-;-
Skjetlein;SN67140;15.01.2022;1,3;2,7;-0,2;-;-
Skjetlein;SN67140;16.01.2022;1,3;4,4;-0,3;-;-
Skjetlein;SN67140;17.01.2022;1,2;2,5;-0,9;-;-
Skjetlein;SN67140;18.01.2022;4,6;6,2;0,2;-;-
Skjetlein;SN67140;19.01.2022;0,9;7,1;-4,2;-;-
Skjetlein;SN67140;20.01.2022;-1,6;0,5;-5,8;-;-
Skjetlein;SN67140;21.01.2022;0,4;1,4;-1,4;-;-
Skjetlein;SN67140;22.01.2022;3,8;6;0,2;-;-
Skjetlein;SN67140;23.01.2022;3,1;8,4;0,8;-;-
Skjetlein;SN67140;24.01.2022;2,3;5,5;-0,1;-;-
Skjetlein;SN67140;25.01.2022;0,1;2,9;-0,7;-;-
Skjetlein;SN67140;26.01.2022;2,1;3,3;-0,5;-;-
Skjetlein;SN67140;27.01.2022;1,6;3;0,6;-;-
Skjetlein;SN67140;28.01.2022;1;3;-0,6;-;-
Skjetlein;SN67140;29.01.2022;2,3;4,6;0,4;-;-
Skjetlein;SN67140;31.01.2022;-3,9;-1,4;-6,3;-;-
Skjetlein;SN67140;01.02.2022;-4,1;-2,3;-5,9;-;-
Skjetlein;SN67140;02.02.2022;-4;-2,6;-7,6;-;-
Skjetlein;SN67140;03.02.2022;-1,7;2,1;-7,5;-;-
Skjetlein;SN67140;04.02.2022;1,9;3,9;-2,4;-;-
Skjetlein;SN67140;06.04.2022;0,8;1;0,3;-;-
Skjetlein;SN67140;17.04.2022;6,8;-;-;-;-
Skjetlein;SN67140;16.05.2022;5,1;8,7;0,6;-;-
Skjetlein;SN67140;17.05.2022;7,6;14;-0,8;-;-
Skjetlein;SN67140;18.05.2022;9,7;15,1;3;0;-
Skjetlein;SN67140;19.05.2022;13,1;19,3;8,2;0;-
Skjetlein;SN67140;20.05.2022;13,1;17,8;5,8;0,2;-
Skjetlein;SN67140;26.05.2022;10,6;16,8;5,2;0;-
Skjetlein;SN67140;27.05.2022;9,1;12,3;6,5;0;-
Skjetlein;SN67140;28.05.2022;7,4;9,3;7,1;3,6;-
Skjetlein;SN67140;29.05.2022;8;12,4;4,5;7;-
Skjetlein;SN67140;30.05.2022;14,5;20,4;7,7;2,8;-
Skjetlein;SN67140;31.05.2022;14;20;6,7;0;-
Skjetlein;SN67140;01.06.2022;11,1;17,6;9,1;2,4;-
Skjetlein;SN67140;02.06.2022;12,6;16,5;9,9;5,8;-
Skjetlein;SN67140;03.06.2022;11;13,7;10,2;0,2;-
Skjetlein;SN67140;16.06.2022;12,5;16,1;10,3;2;-
Skjetlein;SN67140;17.06.2022;14,7;18,6;10,8;7,4;-
Skjetlein;SN67140;18.06.2022;10,9;15,3;9,2;7,8;-
Skjetlein;SN67140;19.06.2022;10,8;16;5,2;3,8;-
Skjetlein;SN67140;20.06.2022;13,6;20,1;6,5;0;-
Skjetlein;SN67140;21.06.2022;10,6;17,4;9,2;2,4;-
Skjetlein;SN67140;22.06.2022;11,5;15,4;7;3;-
Skjetlein;SN67140;23.06.2022;13,1;15,7;11;3,8;-
Skjetlein;SN67140;24.06.2022;17,7;24,2;13,2;0,2;-
Skjetlein;SN67140;25.06.2022;20,4;28,6;13,5;0;-
Skjetlein;SN67140;26.06.2022;21,4;28,7;14,1;0;-
Skjetlein;SN67140;27.06.2022;18,4;24,5;15,9;0;-
Skjetlein;SN67140;28.06.2022;14;18,4;12,6;14,2;-
Skjetlein;SN67140;29.06.2022;15,6;19,6;11,7;24;-
Skjetlein;SN67140;30.06.2022;19,3;26,9;11,9;0;-
Skjetlein;SN67140;01.07.2022;22,4;27,4;15,7;0;-
Skjetlein;SN67140;02.07.2022;16,3;24,1;13;0;-
Skjetlein;SN67140;03.07.2022;15,3;22,3;9,4;21,6;-
Skjetlein;SN67140;04.07.2022;15,1;21,3;9,9;0,4;-
Skjetlein;SN67140;05.07.2022;11,8;15,3;10,5;4,6;-
Skjetlein;SN67140;06.07.2022;11,3;14;9;3,4;-
Skjetlein;SN67140;07.07.2022;10,7;12,8;9,1;2,2;-
Skjetlein;SN67140;08.07.2022;12,1;15,8;9,3;3,8;-
Skjetlein;SN67140;09.07.2022;10,2;13;9,6;8,8;-
Skjetlein;SN67140;10.07.2022;11;13,7;9,6;11,2;-
Skjetlein;SN67140;11.07.2022;12,3;19,2;6,3;0,2;-
Skjetlein;SN67140;12.07.2022;16,1;21,3;9,8;0,2;-
Skjetlein;SN67140;13.07.2022;13;18,7;11,9;0,2;-
Skjetlein;SN67140;14.07.2022;10,3;14;9,7;10,8;-
Skjetlein;SN67140;15.07.2022;10;11,6;9,4;3,4;-
Skjetlein;SN67140;16.07.2022;10;11,9;8,2;4,2;-
Skjetlein;SN67140;17.07.2022;11,2;14,8;8,5;2;-
Skjetlein;SN67140;18.07.2022;11,8;14,1;10,7;4,4;-
Skjetlein;SN67140;19.07.2022;14;18,1;10,1;2,6;-
Skjetlein;SN67140;20.07.2022;15,5;18,6;12,2;0,2;-
Skjetlein;SN67140;21.07.2022;13,4;17,2;12,1;1;-
Skjetlein;SN67140;22.07.2022;12,6;14,3;10,3;0,2;-
Skjetlein;SN67140;23.07.2022;13,1;15,7;11,2;0;-
Skjetlein;SN67140;24.07.2022;14,8;18,5;10,4;0;-
Skjetlein;SN67140;25.07.2022;18,5;24,6;14,3;0,8;-
Skjetlein;SN67140;26.07.2022;13;15,7;11,7;3,8;-
Skjetlein;SN67140;27.07.2022;10,1;12,9;8,9;8,4;-
Skjetlein;SN67140;28.07.2022;11,3;16,6;8,1;1,6;-
Skjetlein;SN67140;29.07.2022;14,3;21;9;0;-
Skjetlein;SN67140;30.07.2022;15,6;23,4;9,3;0;-
Skjetlein;SN67140;31.07.2022;13,3;17,6;11,4;0,2;-
Skjetlein;SN67140;01.08.2022;10,8;14,5;9,5;9,6;-
Skjetlein;SN67140;02.08.2022;13,5;19,7;6,1;2,2;-
Skjetlein;SN67140;03.08.2022;16,1;21,2;13,3;0,2;-
Skjetlein;SN67140;04.08.2022;12,7;16,6;11,2;11,2;-
Skjetlein;SN67140;05.08.2022;12,5;17,6;10;8,8;-
Skjetlein;SN67140;06.08.2022;10,5;14,1;8,3;0,4;-
Skjetlein;SN67140;07.08.2022;13,3;17,4;8,9;1;-
Skjetlein;SN67140;08.08.2022;13,7;20;7,7;0;-
Skjetlein;SN67140;09.08.2022;14,7;17,4;12,6;3;-
Skjetlein;SN67140;10.08.2022;17,7;23,2;13,7;2,4;-
Skjetlein;SN67140;11.08.2022;13,8;22;12,4;5,4;-
Skjetlein;SN67140;12.08.2022;14,1;18,3;10,9;3,2;-
Skjetlein;SN67140;13.08.2022;14,5;18,6;12,6;0;-
Skjetlein;SN67140;14.08.2022;16,1;20,7;11,4;0;-
Skjetlein;SN67140;15.08.2022;18,2;22,2;13,6;0;-
Skjetlein;SN67140;16.08.2022;18,8;22,3;16,2;0,2;-
Skjetlein;SN67140;17.08.2022;11,1;18,2;10,5;1,8;-
Skjetlein;SN67140;18.08.2022;14,1;21,1;4,5;3,4;-
Skjetlein;SN67140;19.08.2022;17;25;12,6;1,8;-
Skjetlein;SN67140;20.08.2022;12,9;18,8;9,7;0;-
Skjetlein;SN67140;21.08.2022;12,3;18,4;8,8;1;-
Skjetlein;SN67140;22.08.2022;12,1;16,3;8,1;17,6;-
Skjetlein;SN67140;23.08.2022;13;19,1;7,4;0,6;-
Skjetlein;SN67140;24.08.2022;16,1;23,3;8,9;0;-
Skjetlein;SN67140;25.08.2022;19,4;24;14,7;0;-
Skjetlein;SN67140;26.08.2022;16,9;21,6;14,3;0;-
Skjetlein;SN67140;27.08.2022;13;16,8;11,6;8,8;-
Skjetlein;SN67140;28.08.2022;11,6;14,5;9,6;0,2;-
Skjetlein;SN67140;29.08.2022;11,3;13,9;9,6;0;-
Skjetlein;SN67140;30.08.2022;11,1;15,6;7,5;3;-
Skjetlein;SN67140;31.08.2022;10,2;15,1;5,7;0,2;-
Skjetlein;SN67140;01.09.2022;10,6;14,9;6,7;0;-
Skjetlein;SN67140;02.09.2022;11,4;17,3;5,5;0;-
Skjetlein;SN67140;03.09.2022;11,2;16,2;5,5;0;-
Skjetlein;SN67140;04.09.2022;12;19,4;5,2;0;-
Skjetlein;SN67140;05.09.2022;11,5;19,5;5,5;0;-
Skjetlein;SN67140;06.09.2022;10,5;17,2;4,1;0;-
Skjetlein;SN67140;07.09.2022;8,6;15,2;3,8;0;-
Skjetlein;SN67140;08.09.2022;11,1;18,1;5,5;0;-
Skjetlein;SN67140;09.09.2022;12;19,2;6,5;0;-
Skjetlein;SN67140;10.09.2022;9,7;16,1;3,7;0;-
Skjetlein;SN67140;11.09.2022;10,3;15;7;0;-
Skjetlein;SN67140;12.09.2022;11,6;16,2;5,7;0;-
Skjetlein;SN67140;13.09.2022;12,4;16,1;11,2;4,2;-
Skjetlein;SN67140;14.09.2022;10,7;12,3;9,5;19,2;-
Skjetlein;SN67140;15.09.2022;10,3;12;7,3;1,4;-
Skjetlein;SN67140;16.09.2022;10,4;11,5;9,6;32,2;-
Skjetlein;SN67140;17.09.2022;10;11,8;9,2;26,6;-
Skjetlein;SN67140;18.09.2022;9,7;12;8,9;12;-
Skjetlein;SN67140;19.09.2022;8,3;11,3;7,1;6,8;-
Skjetlein;SN67140;20.09.2022;7,8;12,8;5,3;3;-
Skjetlein;SN67140;21.09.2022;6,4;11;1,9;0;-
Skjetlein;SN67140;22.09.2022;9;12,7;5,2;0;-
Skjetlein;SN67140;23.09.2022;10,1;12,6;9;1,2;-
Skjetlein;SN67140;24.09.2022;8,6;12,5;5,9;3,8;-
Skjetlein;SN67140;25.09.2022;9,8;15,4;3,2;0;-
Skjetlein;SN67140;26.09.2022;11,5;13,8;8,4;1,8;-
Skjetlein;SN67140;27.09.2022;12,9;15;11,2;0;-
Skjetlein;SN67140;28.09.2022;12,8;-;8,3;0;-
Skjetlein;SN67140;29.09.2022;8,9;13,2;5,6;0;-
Skjetlein;SN67140;30.09.2022;10,4;16;6,8;0;-
Skjetlein;SN67140;01.10.2022;12,2;14,9;8,7;0,6;-
Skjetlein;SN67140;02.10.2022;9,8;13,5;8,4;0,4;-
Skjetlein;SN67140;03.10.2022;9,3;11,1;6,7;2;-
Skjetlein;SN67140;04.10.2022;10,3;13,7;7,1;1,6;-
Skjetlein;SN67140;05.10.2022;9,4;13,7;5,4;16,8;-
Skjetlein;SN67140;06.10.2022;8,5;12,7;4,8;0,6;-
Skjetlein;SN67140;07.10.2022;7,5;11,5;3,4;0,8;-
Skjetlein;SN67140;08.10.2022;6,5;8,3;4,8;4;-
Skjetlein;SN67140;09.10.2022;8,9;12,4;4,7;4,8;-
Skjetlein;SN67140;10.10.2022;11,6;14,9;10,8;0;-
Skjetlein;SN67140;11.10.2022;5,8;10,9;4,4;1;-
Skjetlein;SN67140;12.10.2022;6,6;9,7;3,1;2,4;-
Skjetlein;SN67140;13.10.2022;6,4;9,4;4,2;4,8;-
Skjetlein;SN67140;14.10.2022;5,1;12,4;0,3;5;-
Skjetlein;SN67140;15.10.2022;7,2;10,2;4,1;1;-
Skjetlein;SN67140;16.10.2022;7,4;13,6;3,5;0,2;-
Skjetlein;SN67140;17.10.2022;6,6;10,7;2,9;2,2;-
Skjetlein;SN67140;18.10.2022;5,1;7,4;4,1;1,2;-
Skjetlein;SN67140;19.10.2022;5,8;7,3;3,5;2,2;-
Skjetlein;SN67140;20.10.2022;3,3;6,8;1,7;0,2;-
Skjetlein;SN67140;21.10.2022;1;6,1;-2,4;0;-
Skjetlein;SN67140;22.10.2022;2,8;6,8;-1,1;0,2;-
Skjetlein;SN67140;23.10.2022;3,7;7,3;2,4;0,2;-
Skjetlein;SN67140;24.10.2022;3,9;11,8;-0,9;0,2;-
Skjetlein;SN67140;25.10.2022;7,9;10;3,5;0,2;-
Skjetlein;SN67140;26.10.2022;7,9;12,8;6,3;1,8;-
Skjetlein;SN67140;27.10.2022;7,4;9,4;4,6;0,8;-
Skjetlein;SN67140;28.10.2022;9,6;12,2;6,6;0;-
Skjetlein;SN67140;29.10.2022;7,5;11,6;5,8;14;-
Skjetlein;SN67140;30.10.2022;4,5;9,4;1,4;1,6;-
Skjetlein;SN67140;31.10.2022;5,1;7,6;3,6;0;-
Skjetlein;SN67140;01.11.2022;5,5;12;-0,7;0,4;-
Skjetlein;SN67140;02.11.2022;9,6;13;7,1;0;-
Skjetlein;SN67140;03.11.2022;9,3;12,3;3,5;2,6;-
Skjetlein;SN67140;04.11.2022;11,4;13,1;8;0,2;-
Skjetlein;SN67140;05.11.2022;8,9;12,3;7,1;0;-
Skjetlein;SN67140;06.11.2022;1,8;7,5;0,1;0,6;-
Skjetlein;SN67140;07.11.2022;1,2;3,8;-0,4;0,2;-
Skjetlein;SN67140;08.11.2022;3,3;6,5;0,9;0;-
Skjetlein;SN67140;09.11.2022;3;6,2;1,5;0,6;-
Skjetlein;SN67140;10.11.2022;6;9,8;1,6;1,2;-
Skjetlein;SN67140;11.11.2022;9;13,3;7,4;3,8;-
Skjetlein;SN67140;12.11.2022;8,7;10,8;7,6;12,2;-
Skjetlein;SN67140;13.11.2022;4;7,9;2,7;0,6;-
Skjetlein;SN67140;14.11.2022;3,9;8,8;2,1;0,2;-
Skjetlein;SN67140;15.11.2022;4,6;8,9;0,1;0,2;-
Skjetlein;SN67140;16.11.2022;3,7;5,9;1,7;0;-
Skjetlein;SN67140;17.11.2022;1,8;7,1;-1,6;0;-
Skjetlein;SN67140;18.11.2022;0,1;5,2;-2,3;0;-
Skjetlein;SN67140;19.11.2022;-4,5;-1,3;-5,8;0;-
Skjetlein;SN67140;20.11.2022;-3,4;-0,3;-6,7;0;-
Skjetlein;SN67140;21.11.2022;-3,7;0,2;-9,8;0;-
Skjetlein;SN67140;22.11.2022;-0,7;1,2;-3,5;0;-
Skjetlein;SN67140;23.11.2022;2,8;3,8;0,7;0;-
Skjetlein;SN67140;24.11.2022;3,7;4,9;1,5;0;-
Skjetlein;SN67140;25.11.2022;5,8;7,2;3,8;0;-
